meme;text0;text1
What-If-I-Told-You;What if i told you...;That the opening sequence to Deadpool is the original Mannequin Challenge...
What-If-I-Told-You;What if I told you...;YOU DON't have to be here?
What-If-I-Told-You;what if i told you;I take nutritional advice from a NEWS LTD TV WRITER
What-If-I-Told-You;I talked to the oracle;Everyone wants to be thor
What-If-I-Told-You;what if i told you;the limacadmin change did not break ssh
What-If-I-Told-You;WHAT IF I TOLD YOU;THAT BIWEEKLY UPDATES ARE THE WORST
What-If-I-Told-You;What if I told you;limacadmin change did not break ssh
What-If-I-Told-You;What if i told you...;Osmosis is the process where water tries to equalize by going through the cell membrane
What-If-I-Told-You;What if I told you;THAT'S WHAT HAPPENS WHEN YOU ARE SEEN ON TV?
What-If-I-Told-You;What if I told you...;Divorce just means you get two of everything 
What-If-I-Told-You;What if I told you;The Spinners Xmas Social is next Thursday
What-If-I-Told-You;What if I told you ;The spinners Xmas social is coming 
What-If-I-Told-You;The Spinners Xmas Social;Is Just Over A Week Away
What-If-I-Told-You;what if I told you;there was never going to be a third book
What-If-I-Told-You;what if i told you;there was never going to be a 3rd book
What-If-I-Told-You;WHAT IF I TOLD YOU;there was never going to be a third book
What-If-I-Told-You;what if I told you;RSVP's are written with pencil and paper
What-If-I-Told-You;What If I Told You;YOU ROCK!
What-If-I-Told-You;what if i told you....;slapping you gi doesnt make your kata better
What-If-I-Told-You;There are 2 types of people, those who read...;and those who work for them!
What-If-I-Told-You;what if i told you....;that the memes have stopped dying
What-If-I-Told-You;what if i told you;that having a main in overwatch makes no sense and only hurts your teams chance of winning
What-If-I-Told-You;What If I Told You...;There was nothing behind need
What-If-I-Told-You;what if i told you;timesheets are due at midnight
What-If-I-Told-You;What if i told you...;That the opening sequence to Deadpool is the original Mannequin Challenge...
What-If-I-Told-You;What if I told you...;YOU DON't have to be here?
What-If-I-Told-You;what if i told you;I take nutritional advice from a NEWS LTD TV WRITER
What-If-I-Told-You;I talked to the oracle;Everyone wants to be thor
What-If-I-Told-You;what if i told you;the limacadmin change did not break ssh
What-If-I-Told-You;WHAT IF I TOLD YOU;THAT BIWEEKLY UPDATES ARE THE WORST
What-If-I-Told-You;What if I told you;limacadmin change did not break ssh
What-If-I-Told-You;What if i told you...;Osmosis is the process where water tries to equalize by going through the cell membrane
What-If-I-Told-You;What if I told you;THAT'S WHAT HAPPENS WHEN YOU ARE SEEN ON TV?
What-If-I-Told-You;What if I told you...;Divorce just means you get two of everything 
What-If-I-Told-You;What if I told you;The Spinners Xmas Social is next Thursday
What-If-I-Told-You;What if I told you ;The spinners Xmas social is coming 
What-If-I-Told-You;The Spinners Xmas Social;Is Just Over A Week Away
What-If-I-Told-You;what if I told you;there was never going to be a third book
What-If-I-Told-You;what if i told you;there was never going to be a 3rd book
What-If-I-Told-You;WHAT IF I TOLD YOU;there was never going to be a third book
What-If-I-Told-You;what if I told you;RSVP's are written with pencil and paper
What-If-I-Told-You;What If I Told You;YOU ROCK!
What-If-I-Told-You;what if i told you....;slapping you gi doesnt make your kata better
What-If-I-Told-You;There are 2 types of people, those who read...;and those who work for them!
What-If-I-Told-You;what if i told you....;that the memes have stopped dying
What-If-I-Told-You;what if i told you;that having a main in overwatch makes no sense and only hurts your teams chance of winning
What-If-I-Told-You;What If I Told You...;There was nothing behind need
What-If-I-Told-You;what if i told you;timesheets are due at midnight
What-If-I-Told-You;What if i told you...;That the opening sequence to Deadpool is the original Mannequin Challenge...
What-If-I-Told-You;What if I told you...;YOU DON't have to be here?
What-If-I-Told-You;what if i told you;I take nutritional advice from a NEWS LTD TV WRITER
What-If-I-Told-You;I talked to the oracle;Everyone wants to be thor
What-If-I-Told-You;what if i told you;the limacadmin change did not break ssh
What-If-I-Told-You;WHAT IF I TOLD YOU;THAT BIWEEKLY UPDATES ARE THE WORST
What-If-I-Told-You;What if I told you;limacadmin change did not break ssh
What-If-I-Told-You;What if i told you;You could do the same thing
What-If-I-Told-You;what if i told you...;we run the most successful alarm program ever
What-If-I-Told-You;what if i told you...;we run the most successful alarm program in the inspection industry
What-If-I-Told-You;What if I told you;You can still come to the HCC after this class
What-If-I-Told-You;;Welcome back Barbara
What-If-I-Told-You;when someone just;stepped on your new pair of jordans
What-If-I-Told-You;What if I told You;We will win more projects
What-If-I-Told-You;What If I Told You;That The Famous Crown & Anchor Lions were winning  7nil and the opposition started applauding them
What-If-I-Told-You;What if I told you;you can submit an SCR for this
What-If-I-Told-You;What if I told you;that Rob is  Awesome
What-If-I-Told-You;what if i told you;there is no pull request
What-If-I-Told-You;What if I told you;Your parents kinda suck
What-If-I-Told-You;What if i told you;Course registration will be unavailable Dec. 16th - Jan. 3rd?
What-If-I-Told-You;What if I told you;It isn't testosterone you're taking
What-If-I-Told-You;WHAT IF I TOLD YOU;THAT POSTING AN IMAGE IN RESPONSE TO A REK DOESN'T AUTOMATICALLY MAKE IT A REK
What-If-I-Told-You;WHAT IF I TOLD YOU;THAT YOU're still not safe?
What-If-I-Told-You;What If I Told You;There Was No Final Project
What-If-I-Told-You;What if I told you;we just sold Pro to my old boss
What-If-I-Told-You;What if I told You That the last section meeting is coming;And if you miss it you could be fined for improper Christmas Break Closing
What-If-I-Told-You;What if I told you;My name is Jadin and I raged so hard when Tyler Myers took my chromebook and hid it on the seat
What-If-I-Told-You;what if i told you;liberals are really mentally retarded
What-If-I-Told-You;What if i told you;we have $25 roundtrip bus tickets to DC for the 2017 ISFLC
What-If-I-Told-You;What if i told you ;your mom was my slave
What-If-I-Told-You;What if i told you;There is nothing wrong with being single
Willy-Wonka;i did not pick out the thug life ;my mom got it for me at walmart
Willy-Wonka;Tell me more about your problems;It is very interesting
Willy-Wonka;You having a long day, buddy?;
Willy-Wonka;So, you decided to go gluten free?;Can you tell me again how that makes you superior to everyone else?
Willy-Wonka;"Birmingham is England's ""second capital""";i bet their football team is amazing!
Willy-Wonka;tell me more about how you have money for blah;but you don't have money for blah blah
Willy-Wonka;oh you wrote in your lab book in pen,;tell me more about how you didnt know that was against the rules
Willy-Wonka;So tomorrow is Wednesday;How you feeling about that?
Willy-Wonka;I can smile;
Willy-Wonka;that moment u realize ;u dont even know what ur talking about
Willy-Wonka;are there no workhouses? prisons?;nope, didn't think so.
Willy-Wonka;Tell me more about your problems ;It is very interesting
Willy-Wonka;i like being sanctimonious;to be fair, it's all i have going for me
Willy-Wonka;so, in this case;bernie sanders must be a one way temperature denier?
Willy-Wonka;You so ugly;
Willy-Wonka;Oh you are fighthing a pudding king;Tell me all about it
Willy-Wonka;You can't tuna piano.;But you can tuna can do it.
Willy-Wonka;when you hear that Sparta killed thier weak ;but you are weak 
Willy-Wonka;All I want for Christmas is that this year ;has been an elaborate prank. 
Willy-Wonka;All I want for Christmas is to find out that this;year has just been an elaborate prank
Willy-Wonka;my right ear;is too heavy
Willy-Wonka;You unfriended me on Facebook;wow you sure showed me. :)
Willy-Wonka;you thought everything was fine well guess what?;it's not
Willy-Wonka;So you're angry at the electoral college member for not voting trump;tell me more about how the electoral college is misrepresenting america
Willy-Wonka;I don't always make memes;But when I do, it's because Nichole is AWESOME!!!
Willy-Wonka;WHEN MIDDLE CLASS ARGUES THAT;MIDDLE CLASS DOESN'T DESERVE $15 AN HOUR
Willy-Wonka;tell me about how popsicles aren't relevant;to everyone
Willy-Wonka;I creepy ;who doesn't know that!!
Willy-Wonka;Mobile Apps building on Jenkins?;Do tell me more
Willy-Wonka;I see your eating a hershey's bar;You Dick
Willy-Wonka;When you see;THE BOOTY
Willy-Wonka;But of Course...;I've been waiting for your unscheduled sales visit all day!
Willy-Wonka;When your friend tells you a fart joke;And it was funny but it's not for long cuss trump won
Willy-Wonka;Tell me more;about this RP1 Deal
Willy-Wonka;oh, you think you're stressed?;The library definitely doesn't have de-stress activities to help.
Willy-Wonka;You Voted for trump?; You stupid idiot
Willy-Wonka;You have caught missingno;Well done
Willy-Wonka;what do you mean your cocanine;is gone i didnt eat it
Willy-Wonka;Sure I would love to hear all the reasons ;why you couldn't pay your rent...
Willy-Wonka;oh i just died?;SHIT
Willy-Wonka;So you're a first year IBC student;Tell me more about how difficult that is by posting irrelevant, egotistical memes about IBC that really only relate to you and your immediate friend group!
Willy-Wonka;So you're a 1st year IBC student;Tell me more about how hard that is by posting irrelevant, egotistical memes
Willy-Wonka;quando seu amigo fala uma palavra errada;e você fica se segurando para não ofender
Willy-Wonka;Want diabetes;come to willy wonka's chocolate factory
Willy-Wonka;Scatto rubato;Non è un napoletano 
Willy-Wonka;;e la mamma dov'è?
Willy-Wonka;ENTERTAIN ME WITH;YOUR VAST KNOWLEDGE ABOUT LYSOSOMES
Willy-Wonka;You don't know why you didn't get the job?;Tell me more about how those sweats and ripped t-shirt were a good outfit choice.
Willy-Wonka;I don't always make memes;But when I do, it's because Nichole is AWESOME!!!
Willy-Wonka;WHEN MIDDLE CLASS ARGUES THAT;MIDDLE CLASS DOESN'T DESERVE $15 AN HOUR
Willy-Wonka;tell me about how popsicles aren't relevant;to everyone
Willy-Wonka;I creepy ;who doesn't know that!!
Willy-Wonka;Mobile Apps building on Jenkins?;Do tell me more
Willy-Wonka;I see your eating a hershey's bar;You Dick
Willy-Wonka;When you see;THE BOOTY
Willy-Wonka;But of Course...;I've been waiting for your unscheduled sales visit all day!
Willy-Wonka;When your friend tells you a fart joke;And it was funny but it's not for long cuss trump won
Willy-Wonka;Tell me more;about this RP1 Deal
Willy-Wonka;oh, you think you're stressed?;The library definitely doesn't have de-stress activities to help.
Willy-Wonka;You Voted for trump?; You stupid idiot
Willy-Wonka;You have caught missingno;Well done
Willy-Wonka;what do you mean your cocanine;is gone i didnt eat it
Willy-Wonka;Sure I would love to hear all the reasons ;why you couldn't pay your rent...
Willy-Wonka;oh i just died?;SHIT
Willy-Wonka;So you're a first year IBC student;Tell me more about how difficult that is by posting irrelevant, egotistical memes about IBC that really only relate to you and your immediate friend group!
Willy-Wonka;So you're a 1st year IBC student;Tell me more about how hard that is by posting irrelevant, egotistical memes
Willy-Wonka;quando seu amigo fala uma palavra errada;e você fica se segurando para não ofender
Willy-Wonka;Want diabetes;come to willy wonka's chocolate factory
Willy-Wonka;Scatto rubato;Non è un napoletano 
Willy-Wonka;;e la mamma dov'è?
Willy-Wonka;ENTERTAIN ME WITH;YOUR VAST KNOWLEDGE ABOUT LYSOSOMES
Willy-Wonka;You don't know why you didn't get the job?;Tell me more about how those sweats and ripped t-shirt were a good outfit choice.
Willy-Wonka;WHEN MIDDLE CLASS ARGUES THAT;MIDDLE CLASS DOESN'T DESERVE $15 AN HOUR
Willy-Wonka;tell me about how popsicles aren't relevant;to everyone
Willy-Wonka;I creepy ;who doesn't know that!!
Willy-Wonka;Mobile Apps building on Jenkins?;Do tell me more
Willy-Wonka;I see your eating a hershey's bar;You Dick
Willy-Wonka;When you see;THE BOOTY
Willy-Wonka;But of Course...;I've been waiting for your unscheduled sales visit all day!
Willy-Wonka;When your friend tells you a fart joke;And it was funny but it's not for long cuss trump won
Willy-Wonka;Tell me more;about this RP1 Deal
Willy-Wonka;oh, you think you're stressed?;The library definitely doesn't have de-stress activities to help.
Willy-Wonka;You Voted for trump?; You stupid idiot
Willy-Wonka;You have caught missingno;Well done
Willy-Wonka;what do you mean your cocanine;is gone i didnt eat it
Willy-Wonka;Sure I would love to hear all the reasons ;why you couldn't pay your rent...
Willy-Wonka;oh i just died?;SHIT
Willy-Wonka;So you're a first year IBC student;Tell me more about how difficult that is by posting irrelevant, egotistical memes about IBC that really only relate to you and your immediate friend group!
Willy-Wonka;So you're a 1st year IBC student;Tell me more about how hard that is by posting irrelevant, egotistical memes
Willy-Wonka;quando seu amigo fala uma palavra errada;e você fica se segurando para não ofender
Willy-Wonka;Want diabetes;come to willy wonka's chocolate factory
Willy-Wonka;Scatto rubato;Non è un napoletano 
Willy-Wonka;;e la mamma dov'è?
Willy-Wonka;ENTERTAIN ME WITH;YOUR VAST KNOWLEDGE ABOUT LYSOSOMES
Willy-Wonka;You don't know why you didn't get the job?;Tell me more about how those sweats and ripped t-shirt were a good outfit choice.
Willy-Wonka;I DON'T ALWAYS READ CLICKBAIT;BUT WHEN I DO I GO TO NEWS LTD
Willy-Wonka;Tell me again why ;honesty in the workplace is a bad thing
Willy-Wonka;Tell me again about that time you got cheap botox;
Willy-Wonka;My set ups were wrong?;I guess I missed you picking up those weights
Willy-Wonka;Please;tell me more about TIDs
Willy-Wonka;please;tell me more about tid's
Willy-Wonka;So you think we'll perfom a test on ;
Willy-Wonka;Take that sock off;and let me see you smell it again
Willy-Wonka;willy wonka of pledge?;you're too kind!
Willy-Wonka;mallett brothers band?;you've come to the right place
Willy-Wonka;oh so chiropractic isn't for you?;you must be one of those humans without a spine
Willy-Wonka;oh so chiropractic isn't for you?;you must be one of those humans without joints
Willy-Wonka;oh so chiropractic isn't for you?;you must be one of those humans without nerves, muscles, or bones
Willy-Wonka;So you say you checked application Options;
Willy-Wonka;so you have bronchitis;how terrible
Willy-Wonka;Oh you think X & Y had bad poekmon ideas?;tell me more about how gen 1 is still the best
Willy-Wonka;I'm no paracrine cell;but I can sure target you from a mile away
Willy-Wonka;Thanks to the person who deleted my account;I lost all my information
Willy-Wonka;Solve market failure by creating another market;I'm listening
Willy-Wonka;thanks fo deleting my account;I lost all my information
Willy-Wonka;Oh, your computer says 120-day interval?;Tell me more about how well that works for you
Willy-Wonka;When your phone goes off;in the middle of class
Willy-Wonka;You intend to correct market failure by creating another market;I'm listening...
Willy-Wonka;The one day you don't go to school;6 fights, 3 escapes, and a teacher quit
Willy-Wonka;Your solution for market failure is creating another market?;I'm listening...
Winter-Is-Coming;Get your dictionary;The feminazis are coming
Winter-Is-Coming;Change is coming;April 2017 
Winter-Is-Coming;BRACE YOURSELVES;SLUTTY SANTAS ARE COMING
Winter-Is-Coming;Brace yourself;Winter you're coming
Winter-Is-Coming;BRACE YOURSELF;Your password has expired and must be changed
Winter-Is-Coming;Brace Yourself;asian dick pics are coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;this is off topic but  ;
Winter-Is-Coming;this is off topic but   ;
Winter-Is-Coming;this is off topic but  ;winter is coming
Winter-Is-Coming;this is off topic but ;winter is coming
Winter-Is-Coming;this is off topic but   ;winter is coming
Winter-Is-Coming;this is off topic but                  ;winter is coming
Winter-Is-Coming;this is off topic but          ;winter is coming
Winter-Is-Coming;this is off topic but                       ;winter is coming
Winter-Is-Coming;Brace yourselves;christmas show spreadsheets are coming to Google Drive
Winter-Is-Coming;this is off topic but     ;winter is coming
Winter-Is-Coming;this is off topic but...;winter is coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;this is off topic;but winter is coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;brace yourselves;research papers are coming
Winter-Is-Coming;BRACE YOURSELVES;JOHN IS RETURNING
Winter-Is-Coming;BRACE YOURSELVES;JOHN IS COMING
Winter-Is-Coming;MAZELPALOOZA;is coming
Winter-Is-Coming;BRACE YOURSELVES;TORMENTAS ARE COMING
Winter-Is-Coming;be afraid;CES is coming
Winter-Is-Coming;Brace yourselves ANTZ!;Sword fakes be coming!!
Winter-Is-Coming;BRACE YOURSELF;Your password has expired and must be changed
Winter-Is-Coming;Brace Yourself;asian dick pics are coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;this is off topic but  ;
Winter-Is-Coming;this is off topic but   ;
Winter-Is-Coming;this is off topic but  ;winter is coming
Winter-Is-Coming;this is off topic but ;winter is coming
Winter-Is-Coming;this is off topic but   ;winter is coming
Winter-Is-Coming;this is off topic but                  ;winter is coming
Winter-Is-Coming;this is off topic but          ;winter is coming
Winter-Is-Coming;this is off topic but                       ;winter is coming
Winter-Is-Coming;Brace yourselves;christmas show spreadsheets are coming to Google Drive
Winter-Is-Coming;this is off topic but     ;winter is coming
Winter-Is-Coming;this is off topic but...;winter is coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;this is off topic;but winter is coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;brace yourselves;research papers are coming
Winter-Is-Coming;BRACE YOURSELVES;JOHN IS RETURNING
Winter-Is-Coming;BRACE YOURSELVES;JOHN IS COMING
Winter-Is-Coming;MAZELPALOOZA;is coming
Winter-Is-Coming;BRACE YOURSELVES;TORMENTAS ARE COMING
Winter-Is-Coming;be afraid;CES is coming
Winter-Is-Coming;Brace yourselves ANTZ!;Sword fakes be coming!!
Winter-Is-Coming;BRACE YOURSELF;Your password has expired and must be changed
Winter-Is-Coming;Brace Yourself;asian dick pics are coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;this is off topic but  ;
Winter-Is-Coming;this is off topic but   ;
Winter-Is-Coming;this is off topic but  ;winter is coming
Winter-Is-Coming;this is off topic but ;winter is coming
Winter-Is-Coming;this is off topic but   ;winter is coming
Winter-Is-Coming;this is off topic but                  ;winter is coming
Winter-Is-Coming;this is off topic but          ;winter is coming
Winter-Is-Coming;this is off topic but                       ;winter is coming
Winter-Is-Coming;Brace yourselves;christmas show spreadsheets are coming to Google Drive
Winter-Is-Coming;this is off topic but     ;winter is coming
Winter-Is-Coming;this is off topic but...;winter is coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;this is off topic;but winter is coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;brace yourselves;research papers are coming
Winter-Is-Coming;BRACE YOURSELVES;JOHN IS RETURNING
Winter-Is-Coming;BRACE YOURSELVES;JOHN IS COMING
Winter-Is-Coming;MAZELPALOOZA;is coming
Winter-Is-Coming;BRACE YOURSELVES;TORMENTAS ARE COMING
Winter-Is-Coming;be afraid;CES is coming
Winter-Is-Coming;Brace yourselves ANTZ!;Sword fakes be coming!!
Winter-Is-Coming;BRACE YOURSELF;Your password has expired and must be changed
Winter-Is-Coming;Brace Yourself;asian dick pics are coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;this is off topic but  ;
Winter-Is-Coming;this is off topic but   ;
Winter-Is-Coming;this is off topic but  ;winter is coming
Winter-Is-Coming;this is off topic but ;winter is coming
Winter-Is-Coming;this is off topic but   ;winter is coming
Winter-Is-Coming;this is off topic but                  ;winter is coming
Winter-Is-Coming;this is off topic but          ;winter is coming
Winter-Is-Coming;this is off topic but                       ;winter is coming
Winter-Is-Coming;Brace yourselves;christmas show spreadsheets are coming to Google Drive
Winter-Is-Coming;this is off topic but     ;winter is coming
Winter-Is-Coming;this is off topic but...;winter is coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;this is off topic;but winter is coming
Winter-Is-Coming;this is off topic but;winter is coming
Winter-Is-Coming;brace yourselves;research papers are coming
Winter-Is-Coming;BRACE YOURSELVES;JOHN IS RETURNING
Winter-Is-Coming;BRACE YOURSELVES;JOHN IS COMING
Winter-Is-Coming;Brace yourself;the Facebook year in reviews are coming 
Winter-Is-Coming;BRACE YOURSELVES;MAU IS COMING
Winter-Is-Coming;BRACE yourself starbuck's employees ;Finals week is coming
Winter-Is-Coming;Brace Yourselves;Eskers are coming
Winter-Is-Coming;Brace yourselves;the oral exam approaches
Winter-Is-Coming;Brace Yourselves;ISELTech17 is coming
Winter-Is-Coming;brace yourselves;huge check in is coming
Winter-Is-Coming;brace yourself........;regressive sleep is coming.
Winter-Is-Coming;brace yourself;640s are coming
Winter-Is-Coming;Prepare yourself;Escalation is coming
Winter-Is-Coming;winter is coming;hope for snow days
Winter-Is-Coming;Winter is coming ;Get your warming dongs ready
Winter-Is-Coming;Winter is Coming;Better use Nextdoor to find help shoveling
Winter-Is-Coming;Brace Yourself for today;is Dr Fernandez Birthday
Winter-Is-Coming;Brace yourselves;donald trump is our president
Winter-Is-Coming;brace yourselves;"for ""my 2016 year review"" posts"
Winter-Is-Coming;MIGGY BRACE YOURSELF;LONG QUIZZES ARE COMING
Winter-Is-Coming;Winter is coming;...transcripts are due
Winter-Is-Coming;watokal jy gedoen het;dit is tyd om jammer te sê
Winter-Is-Coming;BRACE YOURSELVES;THEORY IS COMING
Winter-Is-Coming;time to break out;the snow pants
Winter-Is-Coming;time to break ;out the snow pants
Winter-Is-Coming;brace yourselves;Eric is coming
Winter-Is-Coming;BRACE YOURSELVES;H2 is coming
X-All-The-Things;all the fires!;
X-All-The-Things;Wax;All the hair
X-All-The-Things;Devices Lost Connection?;Disconnect/Reconnect all the things! 
X-All-The-Things;Mock;All the things
X-All-The-Things;Bring him;to the OR!!!!
X-All-The-Things;Find;all the bugs
X-All-The-Things;Find;all the bugs
X-All-The-Things;FIND;ALL THE BUGS
X-All-The-Things;REPORT ON;ALL THE PIPELINES!
X-All-The-Things;POWER CYCLE;ALL OF THE THINGS
X-All-The-Things;BOOK;ALL THE THIngs
X-All-The-Things;RECALL;ALL THE THINGS
X-All-The-Things;Remove;all the fields
X-All-The-Things;Fwesh Air!!!!;
X-All-The-Things;Wholesale;all the things
X-All-The-Things;Recount;all the things!
X-All-The-Things;embedded video;all the things
X-All-The-Things;Change all the on-call days!!;
X-All-The-Things;TEACH;ALL OF THE STORIES
X-All-The-Things;STACK VIEW;ALL THE THINGS
X-All-The-Things;Buy;All the Guitars
X-All-The-Things;Load all;the things!
X-All-The-Things;PCI ZONE;ALL THE THINGS
X-All-The-Things;TMB;ALL THE THINGS
X-All-The-Things;SEQUENCE;
X-All-The-Things;RESTART;ALL THE SPLUNKS
X-All-The-Things;show me;all the output
X-All-The-Things;Show me;all the output
X-All-The-Things;WHERE;ARE OUR MONITORS?!
X-All-The-Things;Find;all the bugs
X-All-The-Things;Find;all the bugs
X-All-The-Things;FIND;ALL THE BUGS
X-All-The-Things;REPORT ON;ALL THE PIPELINES!
X-All-The-Things;POWER CYCLE;ALL OF THE THINGS
X-All-The-Things;BOOK;ALL THE THIngs
X-All-The-Things;RECALL;ALL THE THINGS
X-All-The-Things;Remove;all the fields
X-All-The-Things;Fwesh Air!!!!;
X-All-The-Things;Wholesale;all the things
X-All-The-Things;Recount;all the things!
X-All-The-Things;embedded video;all the things
X-All-The-Things;Change all the on-call days!!;
X-All-The-Things;TEACH;ALL OF THE STORIES
X-All-The-Things;STACK VIEW;ALL THE THINGS
X-All-The-Things;Buy;All the Guitars
X-All-The-Things;Load all;the things!
X-All-The-Things;PCI ZONE;ALL THE THINGS
X-All-The-Things;TMB;ALL THE THINGS
X-All-The-Things;SEQUENCE;
X-All-The-Things;RESTART;ALL THE SPLUNKS
X-All-The-Things;show me;all the output
X-All-The-Things;Show me;all the output
X-All-The-Things;WHERE;ARE OUR MONITORS?!
X-All-The-Things;Find;all the bugs
X-All-The-Things;Find;all the bugs
X-All-The-Things;FIND;ALL THE BUGS
X-All-The-Things;REPORT ON;ALL THE PIPELINES!
X-All-The-Things;POWER CYCLE;ALL OF THE THINGS
X-All-The-Things;BOOK;ALL THE THIngs
X-All-The-Things;RECALL;ALL THE THINGS
X-All-The-Things;Remove;all the fields
X-All-The-Things;Fwesh Air!!!!;
X-All-The-Things;Wholesale;all the things
X-All-The-Things;Recount;all the things!
X-All-The-Things;embedded video;all the things
X-All-The-Things;Change all the on-call days!!;
X-All-The-Things;TEACH;ALL OF THE STORIES
X-All-The-Things;STACK VIEW;ALL THE THINGS
X-All-The-Things;Buy;All the Guitars
X-All-The-Things;Load all;the things!
X-All-The-Things;PCI ZONE;ALL THE THINGS
X-All-The-Things;TMB;ALL THE THINGS
X-All-The-Things;SEQUENCE;
X-All-The-Things;RESTART;ALL THE SPLUNKS
X-All-The-Things;show me;all the output
X-All-The-Things;Show me;all the output
X-All-The-Things;WHERE;ARE OUR MONITORS?!
X-All-The-Things;Find;all the bugs
X-All-The-Things;Find;all the bugs
X-All-The-Things;FIND;ALL THE BUGS
X-All-The-Things;REPORT ON;ALL THE PIPELINES!
X-All-The-Things;POWER CYCLE;ALL OF THE THINGS
X-All-The-Things;BOOK;ALL THE THIngs
X-All-The-Things;RECALL;ALL THE THINGS
X-All-The-Things;Remove;all the fields
X-All-The-Things;Fwesh Air!!!!;
X-All-The-Things;Wholesale;all the things
X-All-The-Things;Recount;all the things!
X-All-The-Things;embedded video;all the things
X-All-The-Things;Change all the on-call days!!;
X-All-The-Things;TEACH;ALL OF THE STORIES
X-All-The-Things;STACK VIEW;ALL THE THINGS
X-All-The-Things;Buy;All the Guitars
X-All-The-Things;Load all;the things!
X-All-The-Things;PCI ZONE;ALL THE THINGS
X-All-The-Things;TMB;ALL THE THINGS
X-All-The-Things;fixing;all the things!!!
X-All-The-Things;Plot Twist;ALl the things
X-All-The-Things;SANDBOX REFRESH;DOCUMENT EVERYTHING
X-All-The-Things;SAndbox refresh;lose all changes
X-All-The-Things;TypeScript;All the things
X-All-The-Things;Mint DOIs for ;All the things
X-All-The-Things;CONFIGURE;ALL THE PDC SWITCHES!!!
X-All-The-Things;ENGINEER;ALL THE THINGS
X-All-The-Things;deprecate;All the things
X-All-The-Things;Download/Upload;All the PDfs!
X-All-The-Things;FIGHT;ALL THE FIGHTS
X-All-The-Things;Take all the calls!;
X-All-The-Things;GENERATE;ALL THE LOA'S
X-All-The-Things;GENERATE;ALL THE LOA'S
X-All-The-Things;Best day of aarons life;
X-All-The-Things;aaron has a boring life;
X-All-The-Things;All the cummies;
X-All-The-Things;All the cummies;
X-All-The-Things;Regulate;all the things!
X-All-The-Things;NOTE;ALL THE THINGS
X-All-The-Things;Trina's out;Let's break ALL the things!
X-All-The-Things;My favorite snack;all the candy
X-All-The-Things;download;all the clipart
X-All-The-Things;Technologize;all the things
X-X-Everywhere;Newsletters;Newsletters everywhere
X-X-Everywhere;Newsletters;Newsletter everywhere
X-X-Everywhere;finocchio;finocchio everywhere
X-X-Everywhere;finocchio;finocchio
X-X-Everywhere;glutamato monosodico;glutamato monosodico everywhere
X-X-Everywhere;Hoodrats...  ;hoodrats, all over los angles
X-X-Everywhere;Sectarianism;Tory Manufactured Sectarianism Everywhere
X-X-Everywhere;IDIOTS;ITDIOTS EVERYWHERE
X-X-Everywhere;And that my friend;Is why the ufc is a joke
X-X-Everywhere;Midgets;Midgets everywhere
X-X-Everywhere;Tinsel Icicles ....;Tinsel Icicles , Everywhere
X-X-Everywhere;Projects;Projects everywhere
X-X-Everywhere;Thundercunts;Thundercunts everywhere
X-X-Everywhere;gingers;gingers everywhere
X-X-Everywhere;Rejections, Rejections;Everywhere
X-X-Everywhere;Scarves;Scarves everywhere
X-X-Everywhere;Bot Followers,;Bots followers everywhere
X-X-Everywhere;That's no lady my friend;That's a freak in the sheets
X-X-Everywhere;jamokes;jamokes everywhere
X-X-Everywhere;compression artifacts;compression artifacts everywhere
X-X-Everywhere;compression artifacts;compression artifacts everywhere
X-X-Everywhere;retweets, Rosa;Retweets everywhere
X-X-Everywhere;Fuckups;Fuckups Everywhere
X-X-Everywhere;snowflakes;snowflakes everywhere
X-X-Everywhere;Newsletters;Newsletters everywhere
X-X-Everywhere;Newsletters;Newsletter everywhere
X-X-Everywhere;finocchio;finocchio everywhere
X-X-Everywhere;finocchio;finocchio
X-X-Everywhere;glutamato monosodico;glutamato monosodico everywhere
X-X-Everywhere;Hoodrats...  ;hoodrats, all over los angles
X-X-Everywhere;Sectarianism;Tory Manufactured Sectarianism Everywhere
X-X-Everywhere;IDIOTS;ITDIOTS EVERYWHERE
X-X-Everywhere;And that my friend;Is why the ufc is a joke
X-X-Everywhere;Midgets;Midgets everywhere
X-X-Everywhere;Tinsel Icicles ....;Tinsel Icicles , Everywhere
X-X-Everywhere;Projects;Projects everywhere
X-X-Everywhere;Thundercunts;Thundercunts everywhere
X-X-Everywhere;gingers;gingers everywhere
X-X-Everywhere;Rejections, Rejections;Everywhere
X-X-Everywhere;Scarves;Scarves everywhere
X-X-Everywhere;Bot Followers,;Bots followers everywhere
